Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Age
NCH55,12,Low Fat,0.034504414,Household,125,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783,Non-Consumable,40
NCH18,9,Low Fat,0.044652785,Household,247,OUT035,2004,Small,Tier 2,Supermarket Type1,1228,Non-Consumable,21
DRC01,5,Regular,0.019184026,Soft Drinks,50,OUT013,1987,High,Tier 3,Supermarket Type1,591,Drinks,38
NCO14,9,Low Fat,0.029638267,Household,42,OUT035,2004,Small,Tier 2,Supermarket Type1,133,Non-Consumable,21
DRG39,14,Low Fat,0.042180995,Dairy,52,OUT046,1997,Small,Tier 1,Supermarket Type1,578,Drinks,28
DRK13,11,Low Fat,0.11507174,Soft Drinks,198,OUT013,1987,High,Tier 3,Supermarket Type1,3769,Drinks,38
FDD41,6,Regular,0.087437069,Frozen Foods,106,OUT045,2002,Medium,Tier 2,Supermarket Type1,1672,Food,23
FDQ19,12,Regular,0.014295564,Fruits and Vegetables,242,OUT027,1985,Medium,Tier 3,Supermarket Type3,12117,Food,40
FDX58,13,Low Fat,0.073251428,Snack Foods,181,OUT010,1998,Medium,Tier 3,Grocery Store,549,Food,27
FDK40,12,Low Fat,0.021743592,Frozen Foods,263,OUT027,1985,Medium,Tier 3,Supermarket Type3,6574,Food,40
FDI52,18,Low Fat,0.10527024,Frozen Foods,122,OUT017,2007,Medium,Tier 2,Supermarket Type1,490,Food,18
FDT28,13,Low Fat,0.063513272,Frozen Foods,149,OUT013,1987,High,Tier 3,Supermarket Type1,2106,Food,38
FDH52,9,Regular,0.044151435,Frozen Foods,61,OUT017,2007,Medium,Tier 2,Supermarket Type1,866,Food,18
FDZ38,17,Low Fat,0.008001018,Dairy,170,OUT046,1997,Small,Tier 1,Supermarket Type1,2759,Food,28
FDF12,8,Low Fat,0.0828941,Baking Goods,149,OUT017,2007,Medium,Tier 2,Supermarket Type1,1921,Food,18
NCE06,12,Low Fat,0.091042211,Household,162,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588,Non-Consumable,40
FDO45,13,Regular,0.038011783,Snack Foods,89,OUT049,1999,Medium,Tier 1,Supermarket Type1,703,Food,26
NCS18,12,Low Fat,0.042296724,Household,106,OUT045,2002,Medium,Tier 2,Supermarket Type1,3751,Non-Consumable,23
NCE54,20,Low Fat,0.02695441,Household,73,OUT045,2002,Medium,Tier 2,Supermarket Type1,1504,Non-Consumable,23
FDB50,13,Low Fat,0.153930108,Canned,76,OUT045,2002,Medium,Tier 2,Supermarket Type1,2648,Food,23
FDZ20,16,Low Fat,0.034376537,Fruits and Vegetables,256,OUT045,2002,Medium,Tier 2,Supermarket Type1,6358,Food,23
FDB11,16,Low Fat,0.060971431,Starchy Foods,226,OUT045,2002,Medium,Tier 2,Supermarket Type1,4725,Food,23
FDU22,12,Low Fat,0.06613202877895108,Snack Foods,118,OUT013,1987,High,Tier 3,Supermarket Type1,3199,Food,38
FDY48,14,Low Fat,0.023831558,Baking Goods,103,OUT018,2009,Medium,Tier 3,Supermarket Type2,1948,Food,16
NCP30,20,Low Fat,0.032762495,Household,40,OUT035,2004,Small,Tier 2,Supermarket Type1,1257,Non-Consumable,21
FDD08,8,Low Fat,0.035347676,Fruits and Vegetables,38,OUT035,2004,Small,Tier 2,Supermarket Type1,531,Food,21
NCG42,19,Low Fat,0.041291929,Household,130,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038,Non-Consumable,26
NCT30,9,Low Fat,0.080747059,Household,46,OUT017,2007,Medium,Tier 2,Supermarket Type1,850,Non-Consumable,18
FDT37,14,Low Fat,0.035240817,Canned,255,OUT013,1987,High,Tier 3,Supermarket Type1,5355,Food,38
FDU04,7,Low Fat,0.005557062,Frozen Foods,122,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924,Food,26
NCH30,17,Low Fat,0.067154053,Household,114,OUT046,1997,Small,Tier 1,Supermarket Type1,1245,Non-Consumable,28
DRG37,16,Low Fat,0.019362306,Soft Drinks,154,OUT013,1987,High,Tier 3,Supermarket Type1,1713,Drinks,38
FDS13,6,Low Fat,0.124506117,Canned,264,OUT046,1997,Small,Tier 1,Supermarket Type1,3709,Food,28
FDQ47,7,Regular,0.168871496,Breads,34,OUT018,2009,Medium,Tier 3,Supermarket Type2,670,Food,16
FDY26,20,Regular,0.030504756,Dairy,212,OUT035,2004,Small,Tier 2,Supermarket Type1,3599,Food,21
FDB14,20,Regular,0.103142373,Canned,94,OUT018,2009,Medium,Tier 3,Supermarket Type2,652,Food,16
FDV45,12,Low Fat,0.078872251,Snack Foods,189,OUT019,1985,Small,Tier 1,Grocery Store,1126,Food,40
FDR23,15,Low Fat,0.082120687,Breads,177,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645,Food,16
NCS29,9,Low Fat,0.069487587,Health and Hygiene,266,OUT013,1987,High,Tier 3,Supermarket Type1,3974,Non-Consumable,38
FDK33,12,Low Fat,0.011180843,Snack Foods,213,OUT027,1985,Medium,Tier 3,Supermarket Type3,4261,Food,40
FDW24,12,Low Fat,0.037315469,Baking Goods,50,OUT027,1985,Medium,Tier 3,Supermarket Type3,1992,Food,40
FDR08,18,Low Fat,0.037835765,Fruits and Vegetables,111,OUT017,2007,Medium,Tier 2,Supermarket Type1,2334,Food,18
FDB45,20,Low Fat,0.021312043,Fruits and Vegetables,104,OUT013,1987,High,Tier 3,Supermarket Type1,2299,Food,38
FDW32,18,Regular,0.094218363,Fruits and Vegetables,83,OUT013,1987,High,Tier 3,Supermarket Type1,1202,Food,38
FDN21,18,Low Fat,0.076841095,Snack Foods,162,OUT035,2004,Small,Tier 2,Supermarket Type1,2900,Food,21
FDH56,9,Regular,0.063805139,Fruits and Vegetables,117,OUT035,2004,Small,Tier 2,Supermarket Type1,810,Food,21
FDQ07,15,Regular,0.087542757,Fruits and Vegetables,219,OUT049,1999,Medium,Tier 1,Supermarket Type1,6189,Food,26
FDU58,12,Regular,0.028871235,Snack Foods,188,OUT027,1985,Medium,Tier 3,Supermarket Type3,2057,Food,40
FDK36,7,Low Fat,0.00720931,Baking Goods,48,OUT013,1987,High,Tier 3,Supermarket Type1,1069,Food,38
NCG18,12,Low Fat,0.02286663,Household,102,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768,Non-Consumable,40
FDQ26,12,Regular,0.067543727,Dairy,57,OUT027,1985,Medium,Tier 3,Supermarket Type3,2073,Food,40
DRL47,12,Low Fat,0.038549197,Hard Drinks,127,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006,Drinks,40
DRJ11,9,Low Fat,0.06613202877895108,Hard Drinks,188,OUT017,2007,Medium,Tier 2,Supermarket Type1,1323,Drinks,18
FDB41,19,Regular,0.097709541,Frozen Foods,48,OUT018,2009,Medium,Tier 3,Supermarket Type2,614,Food,16
NCA06,20,Low Fat,0.143283608,Household,37,OUT046,1997,Small,Tier 1,Supermarket Type1,183,Non-Consumable,28
NCZ41,19,Low Fat,0.064551885,Health and Hygiene,125,OUT045,2002,Medium,Tier 2,Supermarket Type1,2127,Non-Consumable,23
NCD54,21,Low Fat,0.029173031,Household,145,OUT017,2007,Medium,Tier 2,Supermarket Type1,1444,Non-Consumable,18
FDM34,12,Low Fat,0.067120954,Snack Foods,132,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279,Food,40
FDL57,15,Regular,0.067020992,Snack Foods,260,OUT013,1987,High,Tier 3,Supermarket Type1,5424,Food,38
NCD30,19,Low Fat,0.026826919,Household,98,OUT013,1987,High,Tier 3,Supermarket Type1,1859,Non-Consumable,38
FDH17,16,Regular,0.01665334,Frozen Foods,97,OUT046,1997,Small,Tier 1,Supermarket Type1,2055,Food,28
FDD57,18,Low Fat,0.022395357,Fruits and Vegetables,96,OUT035,2004,Small,Tier 2,Supermarket Type1,1332,Food,21
FDC58,10,Low Fat,0.042113173,Snack Foods,42,OUT018,2009,Medium,Tier 3,Supermarket Type2,878,Food,16
FDX47,6,Regular,0.034604343,Breads,157,OUT046,1997,Small,Tier 1,Supermarket Type1,2514,Food,28
FDC50,15,Low Fat,0.136774734,Canned,94,OUT045,2002,Medium,Tier 2,Supermarket Type1,1428,Food,23
NCS53,12,Low Fat,0.089343433,Health and Hygiene,157,OUT027,1985,Medium,Tier 3,Supermarket Type3,6021,Non-Consumable,40
FDY13,12,Low Fat,0.030250132,Canned,75,OUT018,2009,Medium,Tier 3,Supermarket Type2,612,Food,16
FDP44,16,Regular,0.079698503,Fruits and Vegetables,100,OUT035,2004,Small,Tier 2,Supermarket Type1,1537,Food,21
FDH60,12,Regular,0.141360118,Baking Goods,197,OUT019,1985,Small,Tier 1,Grocery Store,392,Food,40
FDR02,16,Low Fat,0.036933417,Dairy,109,OUT010,1998,Medium,Tier 3,Grocery Store,222,Food,27
FDK48,12,Low Fat,0.037449987,Baking Goods,76,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783,Food,40
FDO24,11,Low Fat,0.294948897,Baking Goods,159,OUT010,1998,Medium,Tier 3,Grocery Store,792,Food,27
FDE20,11,Regular,0.005525913,Fruits and Vegetables,168,OUT013,1987,High,Tier 3,Supermarket Type1,2376,Food,38
FDM04,9,Regular,0.04712061,Frozen Foods,53,OUT046,1997,Small,Tier 1,Supermarket Type1,768,Food,28
NCH07,12,Low Fat,0.162248011,Household,160,OUT019,1985,Small,Tier 1,Grocery Store,316,Non-Consumable,40
DRP35,18,Low Fat,0.090867297,Hard Drinks,127,OUT046,1997,Small,Tier 1,Supermarket Type1,3962,Drinks,28
FDO11,8,Regular,0.030264897,Breads,250,OUT046,1997,Small,Tier 1,Supermarket Type1,6723,Food,28
NCM30,19,Low Fat,0.067295406,Household,41,OUT046,1997,Small,Tier 1,Supermarket Type1,701,Non-Consumable,28
DRF27,12,Low Fat,0.02827966,Dairy,152,OUT027,1985,Medium,Tier 3,Supermarket Type3,1071,Drinks,40
NCR18,12,Low Fat,0.020388413,Household,44,OUT027,1985,Medium,Tier 3,Supermarket Type3,767,Non-Consumable,40
FDS48,12,Low Fat,0.027644732,Baking Goods,149,OUT027,1985,Medium,Tier 3,Supermarket Type3,3159,Food,40
FDO32,6,Low Fat,0.120731024,Fruits and Vegetables,46,OUT049,1999,Medium,Tier 1,Supermarket Type1,652,Food,26
NCP05,19,Low Fat,0.025429614,Health and Hygiene,151,OUT017,2007,Medium,Tier 2,Supermarket Type1,2884,Non-Consumable,18
FDF44,12,Regular,0.059438787,Fruits and Vegetables,130,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828,Food,40
FDX56,17,Regular,0.074059474,Fruits and Vegetables,209,OUT046,1997,Small,Tier 1,Supermarket Type1,3520,Food,28
FDE46,12,Low Fat,0.015693328,Snack Foods,150,OUT027,1985,Medium,Tier 3,Supermarket Type3,906,Food,40
FDQ09,12,Low Fat,0.057850699,Snack Foods,113,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376,Food,40
NCB54,8,Low Fat,0.050011058,Health and Hygiene,126,OUT013,1987,High,Tier 3,Supermarket Type1,639,Non-Consumable,38
NCV18,6,Low Fat,0.105225964,Household,84,OUT035,2004,Small,Tier 2,Supermarket Type1,3162,Non-Consumable,21
NCG55,16,Low Fat,0.039207025,Household,116,OUT049,1999,Medium,Tier 1,Supermarket Type1,2633,Non-Consumable,26
FDV14,19,Low Fat,0.044489064,Dairy,89,OUT035,2004,Small,Tier 2,Supermarket Type1,1054,Food,21
FDT31,19,Low Fat,0.012437935,Fruits and Vegetables,189,OUT013,1987,High,Tier 3,Supermarket Type1,3781,Food,38
DRD12,6,Low Fat,0.077350112,Soft Drinks,91,OUT045,2002,Medium,Tier 2,Supermarket Type1,638,Drinks,23
FDZ40,8,Low Fat,0.040346436,Frozen Foods,53,OUT018,2009,Medium,Tier 3,Supermarket Type2,593,Food,16
DRI11,8,Low Fat,0.057585723,Hard Drinks,113,OUT010,1998,Medium,Tier 3,Grocery Store,115,Drinks,27
FDP23,6,Low Fat,0.03565903,Breads,218,OUT045,2002,Medium,Tier 2,Supermarket Type1,1959,Food,23
FDY02,8,Regular,0.087629354,Dairy,263,OUT035,2004,Small,Tier 2,Supermarket Type1,1840,Food,21
FDM03,12,Low Fat,0.06613202877895108,Meat,107,OUT046,1997,Small,Tier 1,Supermarket Type1,750,Food,28
FDF35,15,Low Fat,0.154228739,Starchy Foods,107,OUT049,1999,Medium,Tier 1,Supermarket Type1,750,Food,26
DRM37,15,Low Fat,0.096943078,Soft Drinks,196,OUT017,2007,Medium,Tier 2,Supermarket Type1,7685,Drinks,18
NCV41,14,Low Fat,0.017065268,Health and Hygiene,109,OUT049,1999,Medium,Tier 1,Supermarket Type1,1768,Non-Consumable,26
NCK53,12,Low Fat,0.06613202877895108,Health and Hygiene,100,OUT027,1985,Medium,Tier 3,Supermarket Type3,3472,Non-Consumable,40
FDW23,5,Low Fat,0.082178616,Baking Goods,37,OUT045,2002,Medium,Tier 2,Supermarket Type1,540,Food,23
FDW12,8,Regular,0.035542581,Baking Goods,143,OUT013,1987,High,Tier 3,Supermarket Type1,1596,Food,38
FDG44,6,Low Fat,0.102171627,Fruits and Vegetables,53,OUT035,2004,Small,Tier 2,Supermarket Type1,1024,Food,21
FDJ36,14,Regular,0.128235818,Baking Goods,104,OUT035,2004,Small,Tier 2,Supermarket Type1,205,Food,21
FDX55,15,Low Fat,0.0552059,Fruits and Vegetables,219,OUT046,1997,Small,Tier 1,Supermarket Type1,6096,Food,28
DRG13,17,Low Fat,0.037337632,Soft Drinks,163,OUT018,2009,Medium,Tier 3,Supermarket Type2,3289,Drinks,16
NCD06,13,Low Fat,0.099242622,Household,46,OUT013,1987,High,Tier 3,Supermarket Type1,699,Non-Consumable,38
FDW22,12,Regular,0.030143704,Snack Foods,222,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207,Food,40
FDD33,12,Low Fat,0.108412059,Fruits and Vegetables,233,OUT045,2002,Medium,Tier 2,Supermarket Type1,3950,Food,23
FDG24,7,Low Fat,0.014628382,Baking Goods,82,OUT035,2004,Small,Tier 2,Supermarket Type1,1331,Food,21
FDE05,10,Regular,0.032454046,Frozen Foods,144,OUT046,1997,Small,Tier 1,Supermarket Type1,3062,Food,28
FDZ12,9,Low Fat,0.102978817,Baking Goods,144,OUT046,1997,Small,Tier 1,Supermarket Type1,4294,Food,28
FDX37,16,Low Fat,0.105498192,Canned,101,OUT010,1998,Medium,Tier 3,Grocery Store,399,Food,27
FDE44,14,Low Fat,0.171355643,Fruits and Vegetables,47,OUT035,2004,Small,Tier 2,Supermarket Type1,739,Food,21
FDS52,12,Low Fat,0.009585169,Frozen Foods,102,OUT019,1985,Small,Tier 1,Grocery Store,101,Food,40
FDO39,6,Regular,0.137926458,Meat,184,OUT018,2009,Medium,Tier 3,Supermarket Type2,4042,Food,16
FDI32,17,Low Fat,0.06613202877895108,Fruits and Vegetables,115,OUT045,2002,Medium,Tier 2,Supermarket Type1,2764,Food,23
FDV28,16,Regular,0.06613202877895108,Frozen Foods,35,OUT017,2007,Medium,Tier 2,Supermarket Type1,339,Food,18
NCP53,14,Low Fat,0.033076388,Health and Hygiene,237,OUT017,2007,Medium,Tier 2,Supermarket Type1,3089,Non-Consumable,18
NCN43,12,Low Fat,0.006770252,Others,124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231,Non-Consumable,26
NCI31,12,Low Fat,0.142393355,Others,36,OUT019,1985,Small,Tier 1,Grocery Store,109,Non-Consumable,40
FDK55,18,Low Fat,0.025813943,Meat,89,OUT045,2002,Medium,Tier 2,Supermarket Type1,892,Food,23
FDC17,12,Low Fat,0.015548178,Frozen Foods,211,OUT017,2007,Medium,Tier 2,Supermarket Type1,5049,Food,18
FDV28,16,Regular,0.159698192,Frozen Foods,32,OUT035,2004,Small,Tier 2,Supermarket Type1,1018,Food,21
FDY26,20,Regular,0.030634813,Dairy,212,OUT018,2009,Medium,Tier 3,Supermarket Type2,2540,Food,16
NCU06,17,Low Fat,0.074522745,Household,228,OUT049,1999,Medium,Tier 1,Supermarket Type1,3215,Non-Consumable,26
FDV16,12,Regular,0.145200948,Frozen Foods,35,OUT019,1985,Small,Tier 1,Grocery Store,135,Food,40
FDY31,5,Low Fat,0.043651198,Fruits and Vegetables,146,OUT045,2002,Medium,Tier 2,Supermarket Type1,3089,Food,23
DRE37,13,Low Fat,0.094366079,Soft Drinks,190,OUT049,1999,Medium,Tier 1,Supermarket Type1,2836,Drinks,26
FDH33,12,Low Fat,0.121702394,Snack Foods,42,OUT035,2004,Small,Tier 2,Supermarket Type1,703,Food,21
FDA46,13,Low Fat,0.117613212,Snack Foods,194,OUT035,2004,Small,Tier 2,Supermarket Type1,2527,Food,21
FDP12,9,Regular,0.045258247,Baking Goods,35,OUT035,2004,Small,Tier 2,Supermarket Type1,282,Food,21
FDJ09,15,Low Fat,0.058485617,Snack Foods,44,OUT049,1999,Medium,Tier 1,Supermarket Type1,679,Food,26
NCS54,12,Low Fat,0.00994477,Household,177,OUT027,1985,Medium,Tier 3,Supermarket Type3,6528,Non-Consumable,40
FDJ33,12,Regular,0.087894475,Snack Foods,121,OUT027,1985,Medium,Tier 3,Supermarket Type3,2586,Food,40
FDF32,16,Low Fat,0.113953562,Fruits and Vegetables,198,OUT010,1998,Medium,Tier 3,Grocery Store,790,Food,27
FDN24,12,Low Fat,0.198316649,Baking Goods,54,OUT019,1985,Small,Tier 1,Grocery Store,272,Food,40
FDX21,7,Low Fat,0.084949955,Snack Foods,109,OUT035,2004,Small,Tier 2,Supermarket Type1,1091,Food,21
FDC57,20,Regular,0.054549098,Fruits and Vegetables,193,OUT013,1987,High,Tier 3,Supermarket Type1,1158,Food,38
NCZ06,19,Low Fat,0.094545236,Household,254,OUT018,2009,Medium,Tier 3,Supermarket Type2,5327,Non-Consumable,16
FDY56,16,Regular,0.062359467,Fruits and Vegetables,224,OUT013,1987,High,Tier 3,Supermarket Type1,4288,Food,38
NCH07,13,Low Fat,0.092811105,Household,159,OUT049,1999,Medium,Tier 1,Supermarket Type1,4119,Non-Consumable,26
FDS44,12,Regular,0.156679617,Fruits and Vegetables,238,OUT018,2009,Medium,Tier 3,Supermarket Type2,4566,Food,16
FDY33,14,Regular,0.09735225,Snack Foods,160,OUT049,1999,Medium,Tier 1,Supermarket Type1,1750,Food,26
FDZ48,17,Low Fat,0.076113671,Baking Goods,111,OUT045,2002,Medium,Tier 2,Supermarket Type1,1006,Food,23
FDY48,14,Low Fat,0.023783007,Baking Goods,104,OUT045,2002,Medium,Tier 2,Supermarket Type1,1435,Food,23
FDK16,12,Low Fat,0.114771298,Frozen Foods,93,OUT027,1985,Medium,Tier 3,Supermarket Type3,3903,Food,40
FDT16,9,Regular,0.048662357,Frozen Foods,261,OUT046,1997,Small,Tier 1,Supermarket Type1,4685,Food,28
FDC26,10,Low Fat,0.211539389,Canned,110,OUT010,1998,Medium,Tier 3,Grocery Store,111,Food,27
DRJ47,18,Low Fat,0.044430561,Hard Drinks,174,OUT018,2009,Medium,Tier 3,Supermarket Type2,2596,Drinks,16
FDQ04,6,Low Fat,0.141860161,Frozen Foods,41,OUT010,1998,Medium,Tier 3,Grocery Store,41,Food,27
FDN40,5,Low Fat,0.06613202877895108,Frozen Foods,154,OUT046,1997,Small,Tier 1,Supermarket Type1,1999,Food,28
FDS39,6,Low Fat,0.022441883,Meat,143,OUT013,1987,High,Tier 3,Supermarket Type1,2707,Food,38
FDC11,20,Low Fat,0.142370445,Starchy Foods,90,OUT018,2009,Medium,Tier 3,Supermarket Type2,1427,Food,16
FDQ39,14,Low Fat,0.13564792,Meat,190,OUT010,1998,Medium,Tier 3,Grocery Store,191,Food,27
FDB33,17,Low Fat,0.014602837,Fruits and Vegetables,158,OUT049,1999,Medium,Tier 1,Supermarket Type1,3819,Food,26
FDU27,18,Regular,0.28701714,Meat,48,OUT010,1998,Medium,Tier 3,Grocery Store,47,Food,27
FDM44,12,Low Fat,0.031112643,Fruits and Vegetables,104,OUT045,2002,Medium,Tier 2,Supermarket Type1,1444,Food,23
FDT32,19,Regular,0.065621523,Fruits and Vegetables,186,OUT035,2004,Small,Tier 2,Supermarket Type1,5275,Food,21
DRC13,8,Regular,0.032573725,Soft Drinks,125,OUT018,2009,Medium,Tier 3,Supermarket Type2,985,Drinks,16
NCO07,9,Low Fat,0.009776268,Others,213,OUT046,1997,Small,Tier 1,Supermarket Type1,1065,Non-Consumable,28
FDJ16,9,Low Fat,0.115353642,Frozen Foods,58,OUT018,2009,Medium,Tier 3,Supermarket Type2,926,Food,16
FDB22,12,Low Fat,0.110901004,Snack Foods,155,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768,Food,40
NCS30,5,Low Fat,0.093214866,Household,129,OUT045,2002,Medium,Tier 2,Supermarket Type1,2841,Non-Consumable,23
FDQ59,12,Regular,0.06613202877895108,Breads,84,OUT027,1985,Medium,Tier 3,Supermarket Type3,3020,Food,40
FDI38,13,Regular,0.014649641,Canned,207,OUT049,1999,Medium,Tier 1,Supermarket Type1,5797,Food,26
FDR52,12,Regular,0.07603021,Frozen Foods,189,OUT035,2004,Small,Tier 2,Supermarket Type1,4012,Food,21
FDT15,12,Regular,0.042855388,Meat,181,OUT018,2009,Medium,Tier 3,Supermarket Type2,2929,Food,16
FDR52,12,Regular,0.133144259,Frozen Foods,190,OUT019,1985,Small,Tier 1,Grocery Store,191,Food,40
FDS60,20,Low Fat,0.032580705,Baking Goods,180,OUT018,2009,Medium,Tier 3,Supermarket Type2,2157,Food,16
FDK52,18,Low Fat,0.06613202877895108,Frozen Foods,224,OUT018,2009,Medium,Tier 3,Supermarket Type2,4965,Food,16
FDA04,11,Regular,0.066865326,Frozen Foods,260,OUT045,2002,Medium,Tier 2,Supermarket Type1,2848,Food,23
NCQ53,17,Low Fat,0.018943666,Health and Hygiene,237,OUT045,2002,Medium,Tier 2,Supermarket Type1,6145,Non-Consumable,23
FDN28,5,Regular,0.030371121,Frozen Foods,101,OUT018,2009,Medium,Tier 3,Supermarket Type2,1960,Food,16
FDU12,12,Regular,0.132630345,Baking Goods,263,OUT019,1985,Small,Tier 1,Grocery Store,790,Food,40
FDT03,21,Low Fat,0.01001904,Meat,184,OUT045,2002,Medium,Tier 2,Supermarket Type1,367,Food,23
FDY57,20,Regular,0.121254236,Snack Foods,94,OUT046,1997,Small,Tier 1,Supermarket Type1,1821,Food,28
FDH56,9,Regular,0.063764099,Fruits and Vegetables,113,OUT013,1987,High,Tier 3,Supermarket Type1,1737,Food,38
DRM23,16,Low Fat,0.136286138,Hard Drinks,171,OUT018,2009,Medium,Tier 3,Supermarket Type2,2241,Drinks,16
FDZ07,12,Regular,0.164391573,Fruits and Vegetables,62,OUT019,1985,Small,Tier 1,Grocery Store,61,Food,40
FDK40,7,Low Fat,0.02189371,Frozen Foods,262,OUT045,2002,Medium,Tier 2,Supermarket Type1,3681,Food,23
FDU04,7,Low Fat,0.06613202877895108,Frozen Foods,121,OUT046,1997,Small,Tier 1,Supermarket Type1,2802,Food,28
DRL37,15,Low Fat,0.06613202877895108,Soft Drinks,41,OUT017,2007,Medium,Tier 2,Supermarket Type1,649,Drinks,18
FDT26,12,Regular,0.067624438,Dairy,120,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078,Food,40
FDT24,12,Regular,0.186236236,Baking Goods,78,OUT045,2002,Medium,Tier 2,Supermarket Type1,1390,Food,23
FDX57,12,Regular,0.047037323,Snack Foods,96,OUT027,1985,Medium,Tier 3,Supermarket Type3,2624,Food,40
FDA55,12,Regular,0.099780431,Fruits and Vegetables,225,OUT019,1985,Small,Tier 1,Grocery Store,447,Food,40
NCN05,8,Low Fat,0.014488997,Health and Hygiene,183,OUT045,2002,Medium,Tier 2,Supermarket Type1,2929,Non-Consumable,23
FDR58,6,Low Fat,0.04200648,Snack Foods,92,OUT045,2002,Medium,Tier 2,Supermarket Type1,1665,Food,23
FDX47,6,Regular,0.034575546,Breads,156,OUT013,1987,High,Tier 3,Supermarket Type1,1571,Food,38
NCH54,13,Low Fat,0.072965144,Household,160,OUT018,2009,Medium,Tier 3,Supermarket Type2,1917,Non-Consumable,16
NCH42,6,Low Fat,0.036530411,Household,227,OUT035,2004,Small,Tier 2,Supermarket Type1,3904,Non-Consumable,21
FDH56,9,Regular,0.063946629,Fruits and Vegetables,116,OUT045,2002,Medium,Tier 2,Supermarket Type1,2316,Food,23
FDQ48,14,Regular,0.034551415,Baking Goods,98,OUT018,2009,Medium,Tier 3,Supermarket Type2,685,Food,16
FDN20,19,Low Fat,0.026329989,Fruits and Vegetables,169,OUT017,2007,Medium,Tier 2,Supermarket Type1,3705,Food,18
FDA15,9,Low Fat,0.016009057,Dairy,250,OUT013,1987,High,Tier 3,Supermarket Type1,6474,Food,38
FDS48,12,Low Fat,0.048637888,Baking Goods,149,OUT019,1985,Small,Tier 1,Grocery Store,150,Food,40
FDW02,4,Regular,0.037852995,Dairy,126,OUT018,2009,Medium,Tier 3,Supermarket Type2,3629,Food,16
FDN03,12,Regular,0.015016891,Meat,248,OUT027,1985,Medium,Tier 3,Supermarket Type3,6759,Food,40
FDF57,14,Regular,0.059160135,Fruits and Vegetables,170,OUT017,2007,Medium,Tier 2,Supermarket Type1,2045,Food,18
DRM37,15,Low Fat,0.096379585,Soft Drinks,196,OUT035,2004,Small,Tier 2,Supermarket Type1,4729,Drinks,21
NCD54,21,Low Fat,0.029008944,Household,143,OUT046,1997,Small,Tier 1,Supermarket Type1,866,Non-Consumable,28
NCQ42,12,Low Fat,0.039078047,Household,128,OUT027,1985,Medium,Tier 3,Supermarket Type3,3179,Non-Consumable,40
FDW49,19,Low Fat,0.082536604,Canned,177,OUT035,2004,Small,Tier 2,Supermarket Type1,2149,Food,21
DRI03,6,Low Fat,0.0226848,Dairy,178,OUT013,1987,High,Tier 3,Supermarket Type1,4604,Drinks,38
FDD14,20,Low Fat,0.170152831,Canned,182,OUT045,2002,Medium,Tier 2,Supermarket Type1,2581,Food,23
FDN02,16,Low Fat,0.073827748,Canned,208,OUT046,1997,Small,Tier 1,Supermarket Type1,2484,Food,28
FDQ45,12,Regular,0.010864186,Snack Foods,185,OUT027,1985,Medium,Tier 3,Supermarket Type3,5329,Food,40
FDX56,17,Regular,0.07436116,Fruits and Vegetables,206,OUT018,2009,Medium,Tier 3,Supermarket Type2,4141,Food,16
FDE51,12,Regular,0.168901843,Dairy,43,OUT019,1985,Small,Tier 1,Grocery Store,44,Food,40
FDT47,5,Regular,0.02455854,Breads,95,OUT045,2002,Medium,Tier 2,Supermarket Type1,2332,Food,23
FDM22,14,Regular,0.041949832,Snack Foods,54,OUT035,2004,Small,Tier 2,Supermarket Type1,1118,Food,21
FDB27,7,Low Fat,0.055502454,Dairy,196,OUT045,2002,Medium,Tier 2,Supermarket Type1,1576,Food,23
FDE02,12,Low Fat,0.120663214,Canned,95,OUT027,1985,Medium,Tier 3,Supermarket Type3,2910,Food,40
FDD38,16,Regular,0.00819018,Canned,103,OUT035,2004,Small,Tier 2,Supermarket Type1,2852,Food,21
FDF34,9,Regular,0.014098693,Snack Foods,197,OUT017,2007,Medium,Tier 2,Supermarket Type1,3372,Food,18
FDP15,15,Low Fat,0.06613202877895108,Meat,256,OUT010,1998,Medium,Tier 3,Grocery Store,1281,Food,27
NCI29,8,Low Fat,0.032806066,Health and Hygiene,143,OUT017,2007,Medium,Tier 2,Supermarket Type1,2127,Non-Consumable,18
FDU27,18,Regular,0.172446822,Meat,47,OUT017,2007,Medium,Tier 2,Supermarket Type1,767,Food,18
